Car_ID,Brand,Model,Variant,Body_Type,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Engine_CC,Power_BHP,Torque_Nm,Mileage_kmpl,Color,Airbags,Insurance_Type,Service_History,Registration_Type,Previous_Accidents,State,City,Is_Metro_City,Price_Lakhs
8144,Mahindra,XUV500,Base,SUV,2020,5,69119,Petrol,Manual,Second Owner,7,1110,81.2,111.2,18.0,White,4,Third Party,Partial Service History,Individual,1,Tamil Nadu,Chennai,1,5.82
8145,Jeep,Meridian,Base,SUV,2015,10,109543,Petrol,Automatic,First Owner,5,2381,171.8,256.4,17.1,Black,6,Third Party,No Record,Individual,0,Telangana,Hyderabad,1,16.5
8146,Nissan,Kicks,Mid,SUV,2014,11,134676,Petrol,Manual,First Owner,7,878,72.9,96.4,18.8,White,3,Expired,Full Service History,Company,0,Tamil Nadu,Chennai,1,1.94
8147,Skoda,Kushaq,Base,SUV,2019,6,74223,Electric,Manual,First Owner,5,1489,95.3,144.5,5.8,Silver,4,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Indore,0,7.43
8148,Volkswagen,Vento,Mid,Sedan,2016,9,73725,Petrol,Manual,Second Owner,5,1499,99.9,159.8,16.7,White,4,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,4.82
8149,Honda,Jazz,Base,Hatchback,2023,2,20011,Diesel,Manual,Second Owner,5,1549,103.0,138.9,18.1,Black,2,Comprehensive,Partial Service History,Individual,0,Maharashtra,Pune,1,8.94
8150,Hyundai,i20,Top,Hatchback,2009,16,68836,Petrol,Manual,First Owner,5,1044,63.2,85.7,16.8,Black,4,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,1.4
8151,Jeep,Compass,Base,SUV,2007,18,261498,Petrol,Automatic,Second Owner,7,1818,131.8,193.6,18.0,Brown,5,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Chennai,1,5.06
8152,Maruti,Alto,Mid,Hatchback,2016,9,84384,Diesel,Manual,Second Owner,5,703,45.2,61.9,18.7,White,2,Comprehensive,Full Service History,Individual,3,Gujarat,Surat,0,2.0
8153,Renault,Kwid,Base,Hatchback,2023,2,14837,CNG,Automatic,First Owner,5,912,68.4,92.4,26.0,Brown,1,Comprehensive,Partial Service History,Individual,0,Kerala,Kochi,0,5.13
8154,Volvo,S60,Top,Sedan,2018,7,69959,Diesel,Automatic,First Owner,5,2150,162.2,235.8,18.6,Red,7,Third Party,Full Service History,Company,0,Delhi,Delhi,1,33.57
8155,Hyundai,Creta,Mid,SUV,2005,20,162469,Petrol,Manual,Second Owner,5,970,65.6,90.7,15.0,Brown,2,Third Party,Full Service History,Individual,1,West Bengal,Kolkata,1,0.65
8156,Ford,Endeavour,Mid,SUV,2016,9,89049,Petrol,Manual,First Owner,7,1487,102.1,133.3,15.6,Red,1,Comprehensive,Partial Service History,Individual,0,Maharashtra,Nagpur,0,4.94
8157,Mercedes,GLA,Base,SUV,2010,15,135986,Diesel,Automatic,First Owner,7,2212,165.7,239.0,21.3,White,8,Third Party,No Record,Individual,0,Delhi,Delhi,1,8.66
8158,Tata,Punch,Mid,SUV,2009,16,187302,Petrol,Manual,First Owner,7,1132,73.0,97.8,15.3,White,1,Comprehensive,No Record,Company,1,Kerala,Trivandrum,0,1.01
8159,Hyundai,Verna,Top,Sedan,2017,8,133388,Petrol,Manual,Second Owner,5,1042,86.9,133.2,15.0,White,4,Third Party,Full Service History,Individual,1,Kerala,Kochi,0,2.88
8160,Maruti,Dzire,Base,Sedan,2018,7,81856,Petrol,Manual,Fourth & Above Owner,5,1068,86.3,129.7,18.9,White,2,Comprehensive,No Record,Individual,0,Karnataka,Bangalore,1,2.3
8161,Maruti,Celerio,Base,Hatchback,2017,8,126293,CNG,Manual,Second Owner,5,1283,102.5,135.0,28.3,Black,2,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,1.92
8162,Audi,Q3,Mid,SUV,2017,8,73833,Diesel,Manual,Second Owner,7,2730,191.2,255.3,19.9,Black,5,Comprehensive,No Record,Company,3,Rajasthan,Jaipur,0,16.38
8163,Honda,WR-V,Base,SUV,2010,15,163473,Diesel,Automatic,First Owner,5,1465,117.5,166.1,20.6,Black,3,Comprehensive,Partial Service History,Individual,1,Kerala,Trivandrum,0,2.01
8164,Tata,Tiago,Base,Hatchback,2006,19,280000,CNG,Manual,Second Owner,5,982,63.3,87.2,21.6,Silver,3,Comprehensive,Partial Service History,Individual,0,Kerala,Trivandrum,0,0.57
8165,Maruti,Ertiga,Limited Edition,MUV,2010,15,214219,Petrol,Manual,Third Owner,7,1381,103.5,152.5,15.4,Silver,3,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,1.25
8166,Mahindra,XUV500,Mid,SUV,2005,20,217584,Petrol,Automatic,First Owner,5,1838,120.4,183.2,17.7,Silver,2,Third Party,Full Service History,Company,0,Uttar Pradesh,Noida,0,1.18
8167,Kia,Sonet,Top,SUV,2017,8,89892,Petrol,Automatic,Third Owner,7,1492,92.9,141.7,17.4,Black,5,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,5.59
8168,Mercedes,E-Class,Top,Sedan,2019,6,59847,Petrol,Automatic,Second Owner,5,2007,155.5,227.9,16.0,White,5,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,31.8
8169,Hyundai,Verna,Top,Sedan,2009,16,145047,Diesel,Manual,Second Owner,5,1058,88.6,126.4,21.0,White,1,Third Party,Full Service History,Individual,1,Kerala,Kochi,0,1.31
8170,Renault,Triber,Mid,MUV,2008,17,205336,Diesel,Manual,Second Owner,7,1209,97.1,136.4,20.0,Black,2,Third Party,Partial Service History,Individual,2,Kerala,Kochi,0,0.81
8171,Maruti,Swift,Mid,Hatchback,2020,5,74474,Diesel,Manual,Second Owner,5,983,76.5,102.1,18.5,White,4,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,3.99
8172,Maruti,Swift,Base,Hatchback,2019,6,29637,Diesel,Manual,First Owner,5,1360,83.6,117.6,20.8,White,2,Comprehensive,No Record,Individual,0,Telangana,Hyderabad,1,3.28
8173,Hyundai,Venue,Top,SUV,2006,19,280000,LPG,Manual,First Owner,7,1103,91.3,121.2,16.2,Black,2,Expired,Full Service History,Individual,0,Gujarat,Ahmedabad,0,0.53
8174,Maruti,Dzire,Top,Sedan,2022,3,27609,Petrol,Manual,First Owner,5,1544,111.0,173.5,16.8,Silver,1,Third Party,Partial Service History,Individual,0,Maharashtra,Pune,1,6.28
8175,Volvo,S60,Mid,Sedan,2009,16,211317,Petrol,Automatic,First Owner,5,2547,191.6,306.5,19.0,Black,4,Comprehensive,Full Service History,Company,0,Gujarat,Ahmedabad,0,7.85
8176,Honda,WR-V,Mid,SUV,2023,2,34630,Petrol,Manual,First Owner,5,1933,142.2,207.1,15.3,Silver,4,Comprehensive,Partial Service History,Individual,1,Gujarat,Surat,0,8.82
8177,Kia,Sonet,Top,SUV,2019,6,80730,Electric,Manual,First Owner,7,1484,104.7,159.3,5.9,Red,5,Comprehensive,Partial Service History,Individual,0,Rajasthan,Jaipur,0,10.34
8178,Honda,WR-V,Limited Edition,SUV,2023,2,30893,Diesel,Manual,First Owner,5,1404,102.6,157.9,20.7,Silver,3,Comprehensive,No Record,Company,0,Punjab,Chandigarh,0,10.87
8179,Maruti,Celerio,Mid,Hatchback,2022,3,44130,Petrol,Manual,Second Owner,5,924,62.0,89.9,14.4,Black,3,Comprehensive,Partial Service History,Individual,0,Kerala,Kochi,0,4.74
8180,Honda,WR-V,Top,SUV,2015,10,121748,CNG,Manual,First Owner,5,1477,124.8,164.9,26.3,Silver,5,Comprehensive,Full Service History,Individual,0,Kerala,Kochi,0,4.07
8181,Ford,Figo,Top,Hatchback,2021,4,42899,Petrol,Manual,Second Owner,5,1703,114.5,176.7,18.2,Brown,3,Comprehensive,Full Service History,Individual,0,Karnataka,Bangalore,1,8.17
8182,Skoda,Octavia,Mid,Sedan,2008,17,239339,Petrol,Manual,First Owner,5,1448,113.7,181.9,17.6,Brown,4,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Bhopal,0,1.73
8183,Skoda,Kushaq,Mid,SUV,2011,14,117090,Petrol,Manual,Third Owner,5,1478,116.5,172.1,16.6,Brown,4,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,2.47
8184,Volkswagen,Vento,Mid,Sedan,2009,16,218359,Diesel,Automatic,First Owner,5,1413,112.3,179.5,24.8,White,4,Comprehensive,Partial Service History,Individual,0,Rajasthan,Jaipur,0,2.16
8185,Hyundai,i10,Base,Hatchback,2010,15,164288,Petrol,Manual,Second Owner,5,1040,64.6,89.3,16.3,Silver,1,Third Party,Partial Service History,Individual,0,Karnataka,Mysore,0,0.98
8186,Tata,Altroz,Mid,Hatchback,2014,11,161967,CNG,Manual,Second Owner,5,1059,72.5,104.0,23.3,Grey,3,Expired,Full Service History,Individual,1,Rajasthan,Udaipur,0,1.23
8187,Renault,Duster,Mid,SUV,2023,2,26846,CNG,Manual,Second Owner,5,862,67.4,101.4,21.5,Red,5,Comprehensive,Partial Service History,Individual,0,Kerala,Trivandrum,0,4.2
8188,Toyota,Glanza,Top,Hatchback,2013,12,167517,Petrol,Manual,First Owner,5,1528,116.0,181.8,21.0,Silver,5,Comprehensive,Full Service History,Individual,0,Kerala,Trivandrum,0,3.56
8189,Jeep,Compass,Mid,SUV,2012,13,205818,Petrol,Automatic,First Owner,7,1825,135.0,179.3,18.1,Red,7,Third Party,Full Service History,Individual,2,Maharashtra,Mumbai,1,11.23
8190,Hyundai,i20,Top,Hatchback,2010,15,186795,Diesel,Manual,First Owner,5,1000,67.0,97.1,16.6,Silver,1,Expired,Partial Service History,Company,0,Madhya Pradesh,Indore,0,1.33
8191,Mahindra,XUV700,Base,SUV,2020,5,50586,Petrol,Manual,Second Owner,7,1383,83.4,121.6,14.3,Grey,5,Comprehensive,Partial Service History,Individual,0,Punjab,Ludhiana,0,6.79
8192,Renault,Kwid,Mid,Hatchback,2015,10,108023,Diesel,Manual,First Owner,5,996,65.7,94.3,21.1,Red,2,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,2.42
8193,Kia,Sonet,Mid,SUV,2018,7,102512,Petrol,Automatic,Second Owner,7,1656,123.1,195.8,19.2,Grey,6,Third Party,Partial Service History,Individual,0,Madhya Pradesh,Bhopal,0,5.49
8194,Hyundai,Aura,Mid,Sedan,2017,8,121580,Diesel,Manual,Second Owner,5,1277,78.6,112.6,20.0,Red,2,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,2.68
8195,Ford,Endeavour,Base,SUV,2022,3,52472,Petrol,Manual,First Owner,5,1884,126.9,179.8,16.1,White,4,Comprehensive,No Record,Individual,0,Karnataka,Mysore,0,8.17
8196,Honda,Jazz,Mid,Hatchback,2014,11,182728,Petrol,Automatic,Second Owner,5,1017,85.4,117.5,16.8,Silver,6,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Chennai,1,3.17
8197,Mercedes,GLA,Top,SUV,2022,3,21007,Diesel,Automatic,First Owner,5,2399,173.0,265.4,22.4,Green,6,Third Party,No Record,Company,0,Tamil Nadu,Coimbatore,0,48.64
8198,Hyundai,Venue,Mid,SUV,2022,3,58065,Petrol,Manual,First Owner,7,1128,72.7,100.4,19.0,Silver,2,Comprehensive,Partial Service History,Company,0,Rajasthan,Jaipur,0,4.79
8199,BMW,X5,Mid,SUV,2007,18,164283,Diesel,Automatic,First Owner,7,2340,145.8,189.9,18.2,Black,4,Third Party,Full Service History,Company,1,Gujarat,Ahmedabad,0,6.78
8200,Maruti,Ertiga,Top,MUV,2008,17,248991,Petrol,Manual,Second Owner,7,1134,79.7,117.3,17.1,White,1,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,0.98
8201,Audi,A6,Mid,Sedan,2016,9,129970,CNG,Automatic,First Owner,5,2619,166.7,239.5,21.3,Black,8,Comprehensive,Partial Service History,Individual,1,Madhya Pradesh,Indore,0,15.16
8202,Honda,Amaze,Mid,Sedan,2015,10,167137,Petrol,Automatic,First Owner,5,1607,98.4,128.4,16.8,Silver,6,Comprehensive,Full Service History,Individual,2,Uttar Pradesh,Lucknow,0,3.77
8203,Volkswagen,Polo,Base,Hatchback,2020,5,65642,Diesel,Manual,Second Owner,5,1394,113.6,157.3,17.9,White,4,Comprehensive,No Record,Individual,0,Rajasthan,Udaipur,0,5.53
8204,Hyundai,i10,Limited Edition,Hatchback,2009,16,147787,Petrol,Automatic,Second Owner,5,1102,91.4,125.0,14.7,White,1,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,1.52
8205,Mercedes,E-Class,Base,Sedan,2022,3,26813,Petrol,Automatic,Third Owner,5,2752,197.4,307.7,16.4,Grey,8,Comprehensive,No Record,Company,0,Uttar Pradesh,Lucknow,0,28.42
8206,Mercedes,C-Class,Top,Sedan,2013,12,160519,Petrol,Automatic,Second Owner,5,2174,183.5,252.4,15.1,Red,6,Comprehensive,Partial Service History,Individual,1,Punjab,Ludhiana,0,12.36
8207,Tata,Altroz,Limited Edition,Hatchback,2020,5,55924,Electric,Automatic,Second Owner,5,948,75.4,110.3,6.0,Blue,4,Comprehensive,Full Service History,Company,0,Madhya Pradesh,Indore,0,5.72
8208,Nissan,Magnite,Top,SUV,2017,8,101529,Petrol,Manual,First Owner,7,1301,98.2,155.8,17.2,White,4,Comprehensive,Partial Service History,Company,0,Tamil Nadu,Chennai,1,3.07
8209,Renault,Kwid,Mid,Hatchback,2015,10,114909,Petrol,Automatic,Third Owner,5,1194,90.8,126.1,13.0,Grey,3,Comprehensive,Full Service History,Individual,0,Gujarat,Ahmedabad,0,2.35
8210,Audi,Q5,Mid,SUV,2017,8,115656,Petrol,Automatic,First Owner,5,2565,218.0,291.2,18.4,Red,6,Comprehensive,Full Service History,Individual,1,Punjab,Chandigarh,0,21.42
8211,Hyundai,Santro,Mid,Hatchback,2007,18,186595,LPG,Manual,Third Owner,5,1090,80.6,119.7,13.0,Silver,2,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,0.59
8212,Mahindra,XUV500,Base,SUV,2019,6,95989,Electric,Manual,First Owner,7,1023,78.5,103.4,7.0,Green,5,Expired,Full Service History,Individual,0,Delhi,Delhi,1,6.65
8213,Hyundai,i10,Limited Edition,Hatchback,2018,7,89986,Petrol,Automatic,First Owner,5,996,61.9,93.1,17.5,Grey,2,Comprehensive,Full Service History,Company,0,Uttar Pradesh,Noida,0,3.94
8214,Renault,Triber,Mid,MUV,2010,15,156330,Petrol,Manual,First Owner,7,1311,107.7,158.9,19.6,Brown,2,Comprehensive,No Record,Individual,1,Delhi,Delhi,1,1.24
8215,Kia,Sonet,Top,SUV,2021,4,49794,Petrol,Automatic,First Owner,7,1412,87.0,135.0,18.2,Red,4,Comprehensive,Partial Service History,Company,0,Kerala,Kochi,0,10.45
8216,Maruti,Celerio,Mid,Hatchback,2021,4,51967,Diesel,Automatic,Second Owner,5,1057,87.2,122.3,23.0,White,2,Third Party,Partial Service History,Individual,0,Maharashtra,Pune,1,5.04
8217,Tata,Tigor,Mid,Sedan,2008,17,163176,Diesel,Manual,Third Owner,5,1084,76.7,116.7,17.0,Grey,3,Comprehensive,Partial Service History,Individual,3,Telangana,Hyderabad,1,0.81
8218,Audi,A6,Top,Sedan,2018,7,99930,Petrol,Manual,Second Owner,5,2175,162.1,213.6,17.5,Grey,5,Comprehensive,Full Service History,Individual,3,Tamil Nadu,Coimbatore,0,22.24
8219,Skoda,Rapid,Limited Edition,Sedan,2011,14,153713,Petrol,Manual,Third Owner,5,1678,136.4,182.2,17.8,Blue,3,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,2.79
8220,Renault,Kwid,Base,Hatchback,2020,5,75806,Diesel,Manual,First Owner,5,1179,93.1,124.5,20.5,Grey,4,Comprehensive,Partial Service History,Individual,0,Gujarat,Ahmedabad,0,3.75
8221,Maruti,Celerio,Top,Hatchback,2013,12,173736,CNG,Manual,Third Owner,5,1176,75.9,113.4,22.3,Blue,2,Comprehensive,Full Service History,Company,0,Telangana,Hyderabad,1,1.43
8222,Hyundai,Venue,Mid,SUV,2012,13,168060,Petrol,Manual,Second Owner,7,1151,74.3,106.7,15.2,Red,1,Comprehensive,Full Service History,Individual,2,Uttar Pradesh,Lucknow,0,1.32
8223,Maruti,Ertiga,Mid,MUV,2009,16,215470,Diesel,Manual,First Owner,7,948,66.9,100.2,24.1,Red,4,Comprehensive,Partial Service History,Company,1,Kerala,Trivandrum,0,1.06
8224,Ford,EcoSport,Mid,SUV,2017,8,69126,Petrol,Manual,First Owner,5,1559,104.9,147.1,18.5,Black,4,Comprehensive,Full Service History,Individual,1,Karnataka,Mysore,0,4.96
8225,Mahindra,Scorpio,Base,SUV,2005,20,280000,Diesel,Manual,Second Owner,7,1401,85.0,118.7,17.9,White,3,Comprehensive,Full Service History,Individual,3,Uttar Pradesh,Lucknow,0,0.84
8226,Tata,Punch,Mid,SUV,2020,5,24920,Diesel,Manual,First Owner,5,1252,93.3,135.7,13.8,White,1,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,4.64
8227,Maruti,WagonR,Limited Edition,Hatchback,2010,15,154071,Petrol,Manual,First Owner,5,1146,86.3,136.1,18.9,White,3,Third Party,Full Service History,Individual,0,Maharashtra,Pune,1,1.54
8228,Ford,Endeavour,Base,SUV,2005,20,272564,Petrol,Manual,Second Owner,7,1555,130.1,203.4,15.9,Blue,2,Third Party,Full Service History,Individual,0,Madhya Pradesh,Indore,0,1.01
8229,Audi,A4,Base,Sedan,2005,20,229150,Petrol,Automatic,First Owner,5,1376,83.3,128.9,16.5,Green,7,Comprehensive,No Record,Individual,0,Madhya Pradesh,Bhopal,0,3.91
8230,Tata,Tigor,Mid,Sedan,2023,2,34925,Diesel,Manual,First Owner,5,1095,84.8,116.3,20.6,Blue,1,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,6.14
8231,BMW,5 Series,Top,Sedan,2006,19,280000,Petrol,Automatic,First Owner,5,2212,133.9,176.4,17.0,Blue,7,Comprehensive,Full Service History,Company,0,Uttar Pradesh,Lucknow,0,6.36
8232,Maruti,Alto,Base,Hatchback,2019,6,86939,Diesel,Automatic,First Owner,5,1353,96.5,132.0,20.8,Silver,2,Expired,Full Service History,Individual,0,Punjab,Ludhiana,0,3.85
8233,Nissan,Magnite,Mid,SUV,2007,18,159582,Petrol,Manual,First Owner,7,1081,79.3,112.0,20.7,White,3,Comprehensive,Full Service History,Individual,0,Rajasthan,Udaipur,0,0.98
8234,Toyota,Fortuner,Top,SUV,2012,13,142835,Petrol,Manual,Third Owner,5,1613,134.1,175.9,17.7,Silver,2,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Indore,0,2.87
8235,Ford,Figo,Mid,Hatchback,2008,17,182645,Petrol,Manual,First Owner,5,1297,86.4,117.9,15.9,Black,4,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,1.67
8236,Toyota,Innova,Mid,MUV,2010,15,173154,Diesel,Automatic,First Owner,7,1222,92.4,136.9,20.8,Grey,3,Comprehensive,Full Service History,Individual,3,Telangana,Hyderabad,1,2.17
8237,Honda,Amaze,Mid,Sedan,2020,5,39704,Petrol,Automatic,Third Owner,5,1356,84.4,126.1,17.6,Grey,5,Comprehensive,Full Service History,Individual,2,Punjab,Chandigarh,0,6.83
8238,Maruti,Ertiga,Mid,MUV,2016,9,111764,Diesel,Manual,Second Owner,7,905,61.2,81.9,16.9,Red,2,Expired,No Record,Individual,0,Delhi,Delhi,1,2.27
8239,Hyundai,i20,Base,Hatchback,2013,12,128797,Diesel,Automatic,First Owner,5,1221,98.4,154.5,18.3,Black,2,Comprehensive,Partial Service History,Company,0,Madhya Pradesh,Indore,0,1.89
8240,Hyundai,i10,Top,Hatchback,2015,10,106164,LPG,Manual,First Owner,5,1074,77.9,101.8,12.8,Red,2,Comprehensive,Full Service History,Individual,1,Uttar Pradesh,Noida,0,1.99
8241,Maruti,Baleno,Mid,Hatchback,2023,2,12459,Petrol,Manual,Second Owner,5,1107,73.6,104.0,19.8,White,2,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,5.53
8242,Ford,Endeavour,Mid,SUV,2012,13,185556,Diesel,Automatic,First Owner,5,1521,109.1,163.3,24.0,White,4,Comprehensive,Full Service History,Individual,0,Rajasthan,Udaipur,0,3.35
8243,Mercedes,E-Class,Top,Sedan,2007,18,171565,Diesel,Manual,First Owner,5,3025,249.5,336.7,19.8,Blue,5,Third Party,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,8.15
8244,Tata,Altroz,Limited Edition,Hatchback,2010,15,127640,CNG,Manual,First Owner,5,1096,69.3,104.2,24.0,Blue,1,Third Party,No Record,Individual,0,Karnataka,Mysore,0,1.13
8245,Maruti,Baleno,Top,Hatchback,2017,8,90562,Petrol,Manual,First Owner,5,1339,109.3,157.4,15.1,White,1,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Indore,0,3.26
8246,Mahindra,XUV700,Top,SUV,2011,14,163305,Diesel,Manual,Third Owner,7,1680,120.1,173.2,18.9,Silver,4,Third Party,Full Service History,Individual,0,Kerala,Kochi,0,2.55
8247,Tata,Tiago,Top,Hatchback,2009,16,180025,Diesel,Manual,Third Owner,5,1162,76.2,103.0,17.6,Grey,2,Expired,Partial Service History,Individual,0,West Bengal,Kolkata,1,0.97
8248,Volkswagen,Taigun,Top,SUV,2007,18,272648,Petrol,Manual,First Owner,5,1244,75.6,110.2,16.2,Blue,4,Expired,Partial Service History,Individual,0,Rajasthan,Jaipur,0,1.49
8249,Mercedes,GLA,Mid,SUV,2021,4,67036,Petrol,Automatic,First Owner,7,2276,158.1,242.6,19.2,Silver,8,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,35.82
8250,Toyota,Yaris,Top,Sedan,2007,18,200449,Diesel,Manual,First Owner,5,1079,69.3,98.7,26.8,Red,4,Comprehensive,Full Service History,Individual,0,Rajasthan,Udaipur,0,2.06
8251,Honda,Jazz,Mid,Hatchback,2017,8,116763,CNG,Manual,Second Owner,5,1528,129.4,169.1,23.5,White,3,Third Party,Full Service History,Individual,0,Kerala,Trivandrum,0,4.28
8252,BMW,3 Series,Mid,Sedan,2019,6,87766,Diesel,Manual,First Owner,5,1926,133.5,198.7,24.0,White,8,Comprehensive,Partial Service History,Company,0,Tamil Nadu,Chennai,1,24.75
8253,Ford,EcoSport,Base,SUV,2019,6,78345,Diesel,Automatic,Third Owner,5,1678,134.5,207.1,23.2,Green,4,Third Party,Full Service History,Individual,0,Karnataka,Mysore,0,5.83
8254,Jeep,Compass,Limited Edition,SUV,2016,9,102586,Petrol,Automatic,Second Owner,7,2473,184.2,288.1,16.6,Silver,6,Expired,No Record,Individual,1,Maharashtra,Pune,1,17.43
8255,Renault,Kwid,Base,Hatchback,2018,7,81482,Diesel,Automatic,First Owner,5,1138,72.5,100.0,22.0,White,4,Third Party,Partial Service History,Individual,0,Uttar Pradesh,Noida,0,3.07
8256,Mercedes,E-Class,Mid,Sedan,2005,20,189708,LPG,Automatic,First Owner,5,2781,228.0,341.9,15.2,Black,8,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,4.29
8257,Mahindra,XUV500,Top,SUV,2007,18,260392,Petrol,Automatic,First Owner,5,1683,119.2,182.0,15.3,Silver,5,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,1.91
8258,Volkswagen,Vento,Top,Sedan,2020,5,85789,Petrol,Automatic,First Owner,5,1530,110.6,171.5,17.3,White,2,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,8.02
8259,Honda,Jazz,Top,Hatchback,2021,4,57235,CNG,Manual,First Owner,5,1561,130.5,182.7,26.2,Red,4,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,8.58
8260,Volkswagen,Polo,Base,Hatchback,2016,9,113494,Petrol,Manual,Second Owner,5,1568,120.8,167.7,17.6,White,4,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Indore,0,4.28
8261,Volvo,S60,Limited Edition,Sedan,2008,17,257425,Petrol,Automatic,First Owner,5,2197,146.2,193.4,17.3,White,5,Comprehensive,Full Service History,Individual,0,Gujarat,Ahmedabad,0,7.44
8262,Maruti,WagonR,Mid,Hatchback,2017,8,141964,Petrol,Manual,First Owner,5,1113,76.8,103.5,19.0,White,3,Comprehensive,Full Service History,Individual,0,Maharashtra,Pune,1,2.86
8263,Volkswagen,Polo,Mid,Hatchback,2023,2,28103,Petrol,Manual,First Owner,5,1650,101.3,147.1,17.9,Black,5,Comprehensive,Partial Service History,Company,0,Karnataka,Bangalore,1,10.95
8264,Nissan,Micra,Top,Hatchback,2014,11,143673,Diesel,Manual,Second Owner,5,1232,74.0,108.0,21.1,White,3,Comprehensive,No Record,Individual,2,Rajasthan,Jaipur,0,1.88
8265,Hyundai,Verna,Mid,Sedan,2009,16,168990,Diesel,Manual,First Owner,5,1130,88.3,135.9,19.0,Silver,1,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,1.0
8266,Kia,Seltos,Limited Edition,SUV,2016,9,115020,Petrol,Manual,Second Owner,7,1554,127.8,193.7,17.6,Brown,5,Comprehensive,No Record,Individual,0,Kerala,Kochi,0,4.39
8267,Mercedes,E-Class,Base,Sedan,2014,11,93430,LPG,Manual,Fourth & Above Owner,5,2141,128.6,186.1,14.3,Silver,7,Third Party,No Record,Individual,0,Delhi,Delhi,1,7.11
8268,Ford,Endeavour,Mid,SUV,2016,9,122401,Diesel,Manual,First Owner,5,1386,84.7,111.5,17.5,White,5,Third Party,Full Service History,Individual,0,Karnataka,Mysore,0,4.74
8269,BMW,X1,Mid,SUV,2010,15,122021,CNG,Automatic,First Owner,7,2115,166.7,236.7,25.0,Brown,5,Comprehensive,Full Service History,Individual,0,Kerala,Kochi,0,9.81
8270,Hyundai,i10,Base,Hatchback,2013,12,163887,Diesel,Manual,Second Owner,5,1447,120.9,168.3,20.0,Blue,2,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Chennai,1,1.47
8271,Maruti,Celerio,Mid,Hatchback,2011,14,205899,CNG,Manual,First Owner,5,1002,71.9,105.3,27.6,Brown,2,Comprehensive,No Record,Individual,2,Maharashtra,Pune,1,0.97
8272,Ford,Figo,Base,Hatchback,2023,2,19499,Electric,Manual,First Owner,5,1600,104.4,154.4,5.5,Blue,4,Comprehensive,Partial Service History,Individual,0,Gujarat,Ahmedabad,0,13.09
8273,Toyota,Glanza,Base,Hatchback,2020,5,59956,Diesel,Automatic,First Owner,5,1525,96.0,147.3,22.6,Grey,2,Comprehensive,Full Service History,Company,0,Madhya Pradesh,Bhopal,0,7.46
8274,Kia,Seltos,Limited Edition,SUV,2017,8,90538,Electric,Manual,First Owner,5,1492,94.1,145.0,6.6,Blue,3,Comprehensive,No Record,Individual,2,Uttar Pradesh,Noida,0,7.25
8275,Volkswagen,Taigun,Limited Edition,SUV,2015,10,87469,Petrol,Manual,Fourth & Above Owner,5,1397,94.7,130.1,19.3,Blue,4,Comprehensive,Partial Service History,Company,0,Madhya Pradesh,Bhopal,0,3.91
8276,Maruti,WagonR,Mid,Hatchback,2019,6,29496,Electric,Manual,First Owner,5,994,81.4,107.1,6.3,White,2,Third Party,Partial Service History,Individual,1,Tamil Nadu,Chennai,1,4.77
8277,Maruti,Ertiga,Top,MUV,2016,9,143328,CNG,Manual,First Owner,7,1409,92.0,130.5,26.2,Red,3,Comprehensive,Partial Service History,Individual,0,Gujarat,Ahmedabad,0,2.26
